Date,Symbol,Security Name,Open,High,Low,Close,Volume,Open Interest,Delivery Month
2021-12-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,834,839,811.75,814.5,43922,222377,202203
2021-12-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,822.25,824.25,798.75,812.75,46932,223615,202203
2021-12-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,813.5,821.5,807.5,817.75,32897,221831,202203
2021-12-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,817.25,820.25,798.75,802.25,40863,223636,202203
2021-12-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,803.25,803.25,778,786.75,52244,220618,202203
2021-12-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,789.25,798.5,778.75,795.75,29318,218576,202203
2021-12-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,795.75,805.75,786.75,802.75,26735,216226,202203
2021-12-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,802.25,806.5,793,802,22404,215046,202203
2021-12-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,801.75,801.75,771.25,775.75,51131,215595,202203
2021-12-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,775.75,797.5,772,794,36784,212952,202203
2021-12-17,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,793.25,807.25,791,800.25,32219,211879,202203
2021-12-20,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,804.5,804.5,784,803.5,19480,212832,202203
2021-12-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,803.75,834.75,802,831.75,47385,216719,202203
2021-12-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,830,846.75,820.5,844,35975,219744,202203
2021-12-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,842.75,854,840.25,851.75,24595,221167,202203
2021-12-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,854.5,861.25,835.75,837.25,24188,221655,202203
2021-12-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,837.75,841,810.5,812,42364,220413,202203
2021-12-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,812.75,819.75,801.5,814.75,28797,219796,202203
2021-12-30,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,816.5,819.25,798.75,803,24279,220675,202203
2021-12-31,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,803.25,810.5,788.75,791.75,26297,221613,202203
2022-01-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,795.5,807.25,775.75,781.75,34136,222197,202203
2022-01-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,783.75,795.5,782.25,794.25,35491,222583,202203
2022-01-05,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,794.25,797.75,773,777.25,49926,223122,202203
2022-01-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,777.25,777.25,752.25,758.75,65847,224151,202203
2022-01-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,759.75,766.25,744.75,765.25,54332,218965,202203
2022-01-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,766.75,770,751.25,768.5,49486,218233,202203
2022-01-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,768.25,783.25,766,782,44426,215528,202203
2022-01-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,781,783.75,765.5,768.25,61545,215835,202203
2022-01-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,766.25,767.25,748,750,66273,216104,202203
2022-01-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,750,750,734,735.25,56053,216296,202203
2022-01-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,736.75,765.25,735.25,763,61355,212141,202203
2022-01-19,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,765.25,790.75,765.25,790.25,54075,215098,202203
2022-01-20,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,789.25,796.75,777.75,786.75,40832,215940,202203
2022-01-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,786,793.25,776.5,783.5,32442,213944,202203
2022-01-24,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,795.25,809.5,784.5,808.25,42808,212787,202203
2022-01-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,809.5,839.5,808.5,824.75,56901,211960,202203
2022-01-26,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,823.75,824,795,806,46450,214597,202203
2022-01-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,804.25,806.25,781.25,783.75,40782,218036,202203
2022-01-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,783.75,801,780.25,792.5,30048,218275,202203
2022-01-31,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,797.5,807.25,767.25,771.5,45311,217765,202203
2022-02-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,771,783.75,766.5,776.5,35191,218513,202203
2022-02-02,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,776.25,787.25,756,759.75,47724,217270,202203
2022-02-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,756.25,763.5,743.5,759.25,42909,217729,202203
2022-02-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,761.25,778.75,759.5,776,43215,216325,202203
2022-02-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,786.5,789.5,772.5,782,68740,215097,202203
2022-02-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,783.25,793.5,767.5,791.5,114747,212689,202203
2022-02-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,791.5,808.5,785,805.25,94053,212288,202203
2022-02-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,806.25,820.25,785,791.25,84116,214929,202203
2022-02-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,790.5,821.25,781.75,814.5,92248,220458,202203
2022-02-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,816.25,834.5,800.25,818.75,61062,219492,202203
2022-02-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,820.25,820.5,787.5,796.25,73588,221307,202203
2022-02-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,795.25,803.5,789.75,798.25,62853,221764,202203
2022-02-17,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,796.25,815.75,793.75,813.25,48194,220806,202203
2022-02-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,812,840.25,806,825.5,78011,216744,202203
2022-02-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,844.25,874.75,836,872,78859,213586,202203
2022-02-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,871.25,907.75,861.5,903.75,86627,212604,202203
2022-02-24,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,905.25,953.75,902.5,953.25,114593,209890,202203
2022-02-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,943.25,963.25,867.75,877,69091,207833,202203
2022-02-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,934.5,952,903,939,61867,208469,202205
2022-03-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,939,989,937.25,989,51847,208293,202205
2022-03-02,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1006.75,1064,992,1061.25,123015,201317,202205
2022-03-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1062.25,1136.25,1061.5,1136.25,85343,190524,202205
2022-03-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1211.25,1211.25,1143.75,1200.5,89396,186952,202205
2022-03-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1266,1285.5,1189.25,1237.5,61317,184518,202205
2022-03-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1247.5,1258.25,1107.5,1185.5,76079,184723,202205
2022-03-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1185.5,1185.5,1100.5,1100.5,44393,181634,202205
2022-03-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1080,1137,1026.75,1051.75,58659,178547,202205
2022-03-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1048.5,1091.5,1021.5,1075.25,41225,179314,202205
2022-03-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1099.25,1124.25,1037.5,1086,38880,178964,202205
2022-03-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1089,1150.5,1076.75,1143.5,26636,178859,202205
2022-03-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1144,1146.25,1058.5,1058.5,30021,178116,202205
2022-03-17,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1048,1086.75,1026,1078.25,33331,177542,202205
2022-03-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1072.75,1083.25,1041.75,1056.5,22492,176806,202205
2022-03-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1065,1134.5,1056.25,1099.25,23595,177359,202205
2022-03-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1100.5,1142.5,1092.25,1102.5,24612,178217,202205
2022-03-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1102.5,1125.75,1091,1097.5,21651,177813,202205
2022-03-24,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1097,1107,1076.5,1081,27469,177169,202205
2022-03-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1082.5,1102,1060.25,1096.75,25974,178164,202205
2022-03-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1087.5,1089.25,1044.75,1056.5,30315,178910,202205
2022-03-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1050,1064.75,979,1010.5,47073,178444,202205
2022-03-30,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1010,1044.75,1000.75,1030.5,32814,179240,202205
2022-03-31,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1033,1075.25,1014.25,1015.75,39041,178555,202205
2022-04-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1018,1038.75,998,999,32475,178084,202205
2022-04-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1005.25,1030.75,1002.5,1023.75,28588,178328,202205
2022-04-05,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1034.5,1085.25,1033.75,1068.75,36862,178149,202205
2022-04-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1069.25,1081.5,1047.5,1071,37166,176180,202205
2022-04-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1075.5,1076.25,1054.25,1056.75,59238,175804,202205
2022-04-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1060.25,1095.5,1051.5,1092.75,52894,175458,202205
2022-04-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1095.75,1143.25,1095.25,1127.5,60769,174367,202205
2022-04-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1123,1162,1120,1148.25,55492,175900,202205
2022-04-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1148.25,1165.5,1126.75,1160,58804,179585,202205
2022-04-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1156.5,1172.25,1137.25,1140,37678,179530,202205
2022-04-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1140,1179.5,1140,1171,29530,178016,202205
2022-04-19,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1171.75,1184,1153.25,1157.5,30938,177370,202205
2022-04-20,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1157,1172.25,1129.25,1149.25,40010,176830,202205
2022-04-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1153.75,1154.25,1114.75,1123.75,33173,175611,202205
2022-04-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1126.25,1137.25,1114.75,1128.75,25369,174366,202205
2022-04-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1135.5,1142,1118.5,1131.25,36110,173451,202205
2022-04-26,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1139.5,1159.5,1136.75,1143.75,32117,173692,202205
2022-04-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1142,1145,1127.25,1134.25,28876,172524,202205
2022-04-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1134.25,1142.25,1121,1122.25,27476,173144,202205
2022-04-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1123,1133.75,1085.25,1086.75,35845,172362,202207
2022-05-02,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1081.75,1098.75,1067.75,1079,32976,171710,202207
2022-05-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1079,1095.75,1070,1073.75,26955,171872,202207
2022-05-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1074,1115,1072.5,1104.25,31897,171255,202207
2022-05-05,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1104.25,1161,1104.25,1158,39017,171041,202207
2022-05-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1154.25,1170.25,1135,1151.5,31477,171953,202207
2022-05-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1167,1181,1142.25,1145.25,30895,171930,202207
2022-05-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1145.25,1160,1137.75,1156,27380,172577,202207
2022-05-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1156.25,1188.25,1156,1181.5,31287,173393,202207
2022-05-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1182,1251.5,1171.25,1251,44437,174254,202207
2022-05-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1246.5,1273,1237.5,1263,24636,174520,202207
2022-05-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1307.25,1333,1306,1333,31635,174356,202207
2022-05-17,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1351.5,1360.25,1279.5,1348.75,40122,174905,202207
2022-05-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1349,1349,1284,1305.5,33773,175165,202207
2022-05-19,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1303.75,1326.5,1258.5,1276.25,32972,175431,202207
2022-05-20,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1278.5,1281,1232.75,1233.75,29889,175463,202207
2022-05-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1243.25,1263.25,1240,1257.5,20527,176633,202207
2022-05-24,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1259.25,1272.5,1200.25,1218.75,33590,177697,202207
2022-05-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1217,1221,1173,1214.25,40725,178659,202207
2022-05-26,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1216,1230,1187.75,1209.5,27670,179307,202207
2022-05-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1207.75,1232,1193,1216.25,28088,179388,202207
2022-05-31,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1217.25,1218.25,1146.25,1146.5,47399,180591,202207
2022-06-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1150.75,1158.5,1093.5,1109.25,52576,181441,202207
2022-06-02,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1111.75,1144,1108.75,1124.5,45046,181566,202207
2022-06-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1127,1138.5,1100,1102,37658,182516,202207
2022-06-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1115.25,1165.75,1115.25,1151,36202,181197,202207
2022-06-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1151,1158,1116.5,1130.25,63161,180335,202207
2022-06-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1133.25,1149,1122.75,1136,53479,181807,202207
2022-06-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1136.75,1144.5,1111,1134.75,77454,183341,202207
2022-06-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1134.75,1148.75,1121,1143.5,50993,180671,202207
2022-06-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1146,1164,1127.5,1142.75,52781,178944,202207
2022-06-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1142.75,1142.75,1121,1123.25,30829,177793,202207
2022-06-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1123.25,1126.25,1106.75,1114.25,42246,176230,202207
2022-06-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1119.25,1140.5,1108,1129.5,34606,175602,202207
2022-06-17,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1129,1133.75,1083.5,1086,48880,173167,202207
2022-06-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1085,1089,1018,1022.25,70404,173165,202207
2022-06-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1023.5,1047,1006.5,1020.25,55888,169881,202207
2022-06-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1017.75,1018.75,981.25,986,53781,170679,202207
2022-06-24,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,986.25,1003,972.75,973.5,51662,164641,202207
2022-06-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,973,984.75,952.5,953.75,44559,160138,202207
2022-06-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,963.25,978,953.75,964.75,50712,155953,202207
2022-06-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,965,984.25,962,966.25,38353,152999,202207
2022-06-30,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,969,982.25,925.75,926.75,45657,153142,202209
2022-07-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,931,936.75,881,888.5,38244,153374,202209
2022-07-05,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,885,886,834.5,837,47775,153674,202209
2022-07-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,837,862.25,807.5,826.5,43694,154095,202209
2022-07-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,828.75,871,828.75,864.25,46247,155904,202209
2022-07-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,864.25,923.25,864.25,920.75,39122,155652,202209
2022-07-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,952.75,973.25,882.5,890.25,40634,154315,202209
2022-07-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,890.25,900.5,839.25,842.75,33927,153758,202209
2022-07-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,842.5,865.5,828.25,837.25,36315,154783,202209
2022-07-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,838,856.75,820.75,823.75,33337,155234,202209
2022-07-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,823.75,829.25,795,812.5,43195,157035,202209
2022-07-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,822.5,859.25,811.75,849,31895,156873,202209
2022-07-19,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,848.25,852.75,828,844.25,30879,158686,202209
2022-07-20,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,844.75,872.75,833,845.5,27718,160273,202209
2022-07-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,845,862,827.25,836.25,35571,160587,202209
2022-07-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,834.75,836.75,789.5,795.25,49685,163559,202209
2022-07-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,823,828,798.25,814.75,41496,164700,202209
2022-07-26,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,816,853.5,816,852,32429,163884,202209
2022-07-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,851,864,828,836.75,41943,166492,202209
2022-07-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,836.5,869.75,835,864.75,28537,167166,202209
2022-07-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,861.25,890.25,845.5,849.5,39276,168580,202209
2022-08-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,853,861.5,820.25,841.5,35697,168697,202209
2022-08-02,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,835,835.75,813.5,817.25,40881,167999,202209
2022-08-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,814.75,832.25,798.25,810.5,50317,168724,202209
2022-08-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,811,840.25,806,835.25,51341,165080,202209
2022-08-05,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,835,852.25,819.75,823.25,56094,164852,202209
2022-08-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,823,837.75,804.75,822.75,46831,161409,202209
2022-08-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,829.75,843.5,815.75,826.75,50663,162643,202209
2022-08-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,826.5,853.5,826.25,847.75,66123,163049,202209
2022-08-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,847,869.75,840.25,864.25,66919,163553,202209
2022-08-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,857.5,868.75,834.75,864.25,48019,160322,202209
2022-08-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,857.75,861,833,857.75,36548,159331,202209
2022-08-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,850,867.75,843.5,846.75,30440,156392,202209
2022-08-17,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,847.5,860.25,816.25,826,41313,155862,202209
2022-08-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,826.75,828.5,782.5,787.5,47103,156513,202209
2022-08-19,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,787.5,822.5,787.5,819.75,42208,157536,202209
2022-08-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,819.75,844.25,812,840.25,39235,155966,202209
2022-08-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,839.5,879.25,837.5,857.5,53389,157509,202209
2022-08-24,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,857,881,855.5,871.25,46864,157537,202209
2022-08-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,871.25,882.25,841.5,844,42057,153674,202209
2022-08-26,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,839.75,863.75,836.75,858.25,31428,153074,202209
2022-08-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,861.25,897.5,847.5,887.5,36964,149418,202209
2022-08-30,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,887.75,890.75,870.25,883.75,33651,145155,202209
2022-08-31,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,883,901.75,871,898.5,26539,146996,202212
2022-09-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,896.25,900.75,851,854,27683,145533,202212
2022-09-02,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,856.25,879,856.25,863.75,23561,145877,202212
2022-09-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,864,880,857.5,868,23832,146259,202212
2022-09-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,866.5,920,860,887.5,42495,148654,202212
2022-09-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,883.5,902.75,867.75,879,28128,148528,202212
2022-09-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,879.75,919,876.25,915.25,27419,150756,202212
2022-09-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,911.25,922.25,900.25,913,29784,149275,202212
2022-09-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,912.75,931.75,907.75,919.75,25804,149786,202212
2022-09-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,919.75,937.75,914.75,933,27544,149975,202212
2022-09-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,933,944,908.75,912.25,25737,148312,202212
2022-09-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,911,930.25,896.25,921.25,31261,149627,202212
2022-09-19,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,920,920,882.25,895.75,28523,152064,202212
2022-09-20,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,894.75,950.75,892,949,34971,154904,202212
2022-09-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,939.75,968,930.25,953,35081,155288,202212
2022-09-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,950.25,975.75,937.75,965.5,32612,157453,202212
2022-09-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,962.75,966,931.75,936.5,24741,156832,202212
2022-09-26,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,936.5,947.5,912.75,915.5,25383,155519,202212
2022-09-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,914.25,950.25,914.25,929.25,25793,153947,202212
2022-09-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,932.5,963.5,921.25,962,26681,153829,202212
2022-09-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,960.5,972,945.5,952.75,27742,151598,202212
2022-09-30,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,957,996.75,949.5,977.5,53997,153003,202212
2022-10-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,983,995.75,967.25,974.75,37311,153341,202212
2022-10-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,976.75,997,971.5,974.75,35899,153441,202212
2022-10-05,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,974.75,994.75,966.25,976.25,31677,153127,202212
2022-10-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,978,981,945.75,951,31161,153746,202212
2022-10-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,957.75,971,949.5,954.75,29364,154089,202212
2022-10-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,966.5,1023.5,964.75,1010.25,45733,157263,202212
2022-10-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,1004.25,1007.75,974.25,976.75,33569,156583,202212
2022-10-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,978.25,979.75,953,956,37936,155629,202212
2022-10-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,957,982.75,938.5,968.25,33370,156180,202212
2022-10-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,968,975.5,936.75,938.25,32330,156423,202212
2022-10-17,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,940,955.25,934,938,33626,156768,202212
2022-10-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,938,943.5,915,930.5,35606,157624,202212
2022-10-19,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,928.25,946.5,921,927.75,27484,158697,202212
2022-10-20,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,930.5,941.25,924.25,935.75,23893,157764,202212
2022-10-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,936,945.5,915.5,934.25,25487,158138,202212
