Date,Symbol,Security Name,Open,High,Low,Close,Volume,Open Interest,Delivery Month
2021-11-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,927.75,946.75,922.75,923.5,168477,428537,202112
2021-11-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,924.5,934.25,917,926.5,123298,425628,202112
2021-11-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,931,952,929.5,949.25,135308,424980,202112
2021-11-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,950,960,941.75,959.5,106943,425301,202112
2021-11-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,960,966.75,937,940.25,159932,422084,202112
2021-11-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,924.75,934,913.5,929,98736,388016,202112
2021-11-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,941.25,944,908.5,911,118268,378867,202112
2021-11-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,913,913,871.25,876,139248,371575,202203
2021-12-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,880.5,887.75,874.25,879.25,89564,366391,202203
2021-12-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,879,909.25,878.25,903.75,113205,361077,202203
2021-12-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,906.75,911.5,885.25,892.5,96658,361528,202203
2021-12-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,899.5,900.75,878.25,895,66318,358828,202203
2021-12-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,897.25,902.25,886.25,897.25,59045,359186,202203
2021-12-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,898.75,900.75,879.5,883.25,65636,360895,202203
2021-12-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,884.75,885.25,859.25,865.5,106354,360110,202203
2021-12-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,867.75,876.75,856.75,874,61990,359616,202203
2021-12-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,873.5,882.75,864.75,877.5,63264,359201,202203
2021-12-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,878.25,881,866.25,875.75,51961,361469,202203
2021-12-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,875.75,875.75,839.75,844.75,119037,364204,202203
2021-12-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,846.25,861.75,840,859.25,79569,360118,202203
2021-12-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,858.75,869,854,863.75,61088,355719,202203
2021-12-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,866.25,867.5,846.5,866.5,62293,355868,202203
2021-12-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,867.25,888.5,861.25,887.75,81582,357381,202203
2021-12-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,885.5,905.75,880.75,902.75,77196,360049,202203
2021-12-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,901.25,909.25,897,903.5,59245,357720,202203
2021-12-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,906.25,912.75,891.25,892.75,47372,358309,202203
2021-12-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,894.5,896.75,870.5,872.25,67194,356439,202203
2021-12-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,874,881.75,862.75,876.5,61589,353262,202203
2021-12-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,878.25,880.5,864.75,868.5,45937,353515,202203
2021-12-31,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,871.25,876.5,858.25,859.5,44703,353764,202203
2022-01-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,862.75,871,841.5,846.75,66303,356521,202203
2022-01-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,846.75,860.25,845,858.75,75435,359139,202203
2022-01-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,859.75,860.25,844.75,849.5,66311,361136,202203
2022-01-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,850.5,850.75,824.75,834.75,101100,370624,202203
2022-01-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,836.75,849.5,824.25,847.25,102815,371556,202203
2022-01-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,849.5,856.25,836.75,850.75,81955,370992,202203
2022-01-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,850.5,859.25,847,859,77549,369218,202203
2022-01-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,856.75,858.75,842.25,846.5,95256,368276,202203
2022-01-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,845.75,846.5,829.75,835.5,98012,374504,202203
2022-01-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,834.75,836,825.75,830.25,80275,375181,202203
2022-01-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,831,860.25,830,857.75,119023,378456,202203
2022-01-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,860.75,886,858.25,885.25,131166,381043,202203
2022-01-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,882.75,891.5,872.5,879,113558,385085,202203
2022-01-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,876.75,879.75,866.75,868.75,84024,381230,202203
2022-01-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,882.75,891.25,864.5,889.25,101961,378607,202203
2022-01-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,889.75,920.25,889.25,906.75,147663,390266,202203
2022-01-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,906,906.25,875.75,883.75,121520,393927,202203
2022-01-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,883,884.25,862.75,865.75,92788,393229,202203
2022-01-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,866,882.25,863.5,875,77415,393205,202203
2022-01-31,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,881.75,887.25,845.5,850,111997,390629,202203
2022-02-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,851.25,865.5,849.25,857.75,92108,391162,202203
2022-02-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,858.75,867.25,838,843.75,115636,392996,202203
2022-02-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,842.75,845.25,828.75,840.5,97039,392492,202203
2022-02-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,843.5,856,837,852,100255,393256,202203
2022-02-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,864.75,865.25,848.75,857.5,160777,389227,202203
2022-02-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,860,870.75,842.75,867.5,197022,385172,202203
2022-02-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,868.25,877,859.25,873.75,205328,391680,202203
2022-02-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,874.25,890.5,854.5,860.25,197254,397153,202203
2022-02-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,859,895,853.5,886.5,201949,400019,202203
2022-02-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,890.25,902.25,869.5,888,156208,402777,202203
2022-02-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,890,890.5,861.75,868.5,133162,402232,202203
2022-02-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,868.5,875.5,862,869.25,88033,400307,202203
2022-02-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,868.75,888,864.25,886.75,134538,397026,202203
2022-02-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,886.25,901,878.75,885.75,126618,384454,202203
2022-02-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,903.75,935,891.75,933,206557,379308,202203
2022-02-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,929.75,968.75,922.75,964.75,208437,385031,202203
2022-02-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,971.5,1014.75,966,1014.75,293290,377712,202203
2022-02-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1012,1041.25,930.25,931.75,214162,367968,202203
2022-02-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1002.25,1006.75,957.5,1006,213099,372678,202205
2022-03-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1006.5,1056,1004.25,1056,151435,372124,202205
2022-03-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1086,1131,1057.25,1131,387819,356624,202205
2022-03-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1143.5,1206,1142,1206,265441,349625,202205
2022-03-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1281,1281,1281,1281,222815,344061,202205
2022-03-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1366,1366,1366,1366,161166,344727,202205
2022-03-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1435.5,1435.5,1236,1358.5,268681,342996,202205
2022-03-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1356.5,1357,1273.5,1273.5,134263,343146,202205
2022-03-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1223,1293.25,1152,1159,166064,336460,202205
2022-03-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1154,1198.25,1115.25,1178.5,118683,336705,202205
2022-03-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1198.25,1220.75,1136,1168.25,101332,338686,202205
2022-03-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1178,1232.75,1160.25,1226.25,80115,339904,202205
2022-03-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1229.25,1231.5,1141.25,1141.25,92177,336884,202205
2022-03-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1123,1180.25,1103.75,1170,78912,339644,202205
2022-03-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1167,1178,1127.75,1135.75,49888,339659,202205
2022-03-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1147,1220.75,1133.75,1191.25,86469,343697,202205
2022-03-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1191.25,1241.25,1174.25,1190.25,68603,345345,202205
2022-03-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1191.25,1211,1173,1177.75,54426,345130,202205
2022-03-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1177.75,1187,1152.5,1157.75,58797,345871,202205
2022-03-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1161.5,1181,1136.75,1174.25,63902,343864,202205
2022-03-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1164.75,1168,1119,1129,64697,344004,202205
2022-03-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1119,1140.25,1044,1086.25,103000,341224,202205
2022-03-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1087,1113.75,1074.25,1099.25,67803,343658,202205
2022-03-31,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1102.25,1147,1075.5,1078,84290,344105,202205
2022-04-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1079.25,1104.75,1054.5,1056.5,78268,344461,202205
2022-04-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1061.5,1086.5,1056.75,1082.25,72542,344331,202205
2022-04-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1092.5,1146,1092,1117.25,79401,344615,202205
2022-04-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1121.5,1128.25,1095.5,1110.25,77657,345968,202205
2022-04-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1112.25,1116.5,1089.75,1092,126046,342192,202205
2022-04-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1092,1126.25,1089,1123.5,129626,341639,202205
2022-04-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1128,1163.75,1127,1153.25,157311,339487,202205
2022-04-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1149.75,1189.5,1147,1175.75,142328,338271,202205
2022-04-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1174.5,1196.25,1150,1185.5,158682,339092,202205
2022-04-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1185,1199.5,1166.25,1168.5,80144,339477,202205
2022-04-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1171.25,1206.75,1170.25,1192.5,66021,339365,202205
2022-04-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1195.25,1207,1168,1171,81339,337038,202205
2022-04-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1166.75,1181.75,1138.75,1160,79943,336093,202205
2022-04-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1166.25,1166.25,1124.5,1140,71363,336372,202205
2022-04-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1142,1148,1124.5,1137.5,67807,329432,202205
2022-04-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1137.75,1152,1117.75,1134,77192,327218,202205
2022-04-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1141.75,1168.5,1138.75,1155.25,66642,325594,202205
2022-04-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1153.25,1159,1139.75,1152,50151,324889,202205
2022-04-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1154.5,1166,1142,1146,57347,321693,202205
2022-04-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1145.25,1162.75,1114.5,1116,68731,322552,202207
2022-05-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1109.25,1131.75,1094.5,1115.75,72662,321148,202207
2022-05-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1116.5,1129,1104.25,1105.75,62745,319233,202207
2022-05-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1107.25,1149.25,1102.5,1136.75,84900,318545,202207
2022-05-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1139.25,1182,1137.5,1166.75,86788,318168,202207
2022-05-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1162.25,1187.75,1148,1168.75,83120,313562,202207
2022-05-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1181,1195.25,1150.25,1153,73082,311613,202207
2022-05-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1150.5,1167.25,1143.25,1153,61330,308326,202207
2022-05-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1155,1186.75,1154.5,1173.25,67688,307267,202207
2022-05-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1173.25,1243.25,1163,1239,112891,313455,202207
2022-05-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1233,1258.75,1218.75,1237.75,73203,315579,202207
2022-05-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1294.5,1307.75,1282.5,1307.75,126767,320115,202207
2022-05-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1328.25,1344.25,1261,1337.75,142076,326651,202207
2022-05-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1338.75,1340.25,1271.75,1291,103547,327539,202207
2022-05-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1282.25,1308,1253.75,1260.75,93566,329437,202207
2022-05-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1268.25,1268.25,1228.25,1229,70042,327488,202207
2022-05-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1242,1257,1235,1250.25,70813,330008,202207
2022-05-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1256.25,1269,1198.25,1215,97561,326607,202207
2022-05-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1214.75,1218.75,1174.75,1208.5,95936,326803,202207
2022-05-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1193.25,1220.5,1175.25,1203.5,69315,329543,202207
2022-05-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1203.5,1230.5,1193.75,1217.75,47665,330001,202207
2022-05-31,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1217.25,1217.5,1147.75,1147.75,130523,331136,202207
2022-06-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1151.25,1158.25,1087.5,1101.5,155797,327661,202207
2022-06-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1103.5,1135.25,1097.5,1118.5,128933,325984,202207
2022-06-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1121.75,1129.5,1096.5,1100.25,100912,330272,202207
2022-06-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1120.25,1169,1120.25,1153.25,132406,331551,202207
2022-06-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1153.25,1161.25,1118.75,1132,195357,333705,202207
2022-06-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1133.25,1149.25,1122,1135,152959,335146,202207
2022-06-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1136.5,1142.25,1104.5,1131.5,158215,333955,202207
2022-06-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1134.75,1141.5,1113.25,1131,131044,330790,202207
2022-06-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1133.25,1153.75,1113.75,1131.25,136563,337286,202207
2022-06-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1131.25,1133,1106.75,1110.5,82249,336890,202207
2022-06-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1115.25,1119,1096.75,1110.25,79488,332683,202207
2022-06-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1110.5,1145,1107.25,1138.5,93112,329398,202207
2022-06-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1138.5,1144,1090.5,1094.5,99004,324127,202207
2022-06-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1092.25,1093.5,1033.75,1035.5,152356,320326,202207
2022-06-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1037.5,1067.5,1020.25,1036.75,122288,317785,202207
2022-06-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,1033.5,1034.75,994.75,997.5,112681,319102,202207
2022-06-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,996.5,1022.75,982,984,102882,308651,202207
2022-06-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,982.25,1000.25,960.75,964.25,103756,300903,202207
2022-06-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,968.25,995.5,967.5,981.5,110492,291041,202207
2022-06-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,982.25,1000.25,974,975.75,98388,290994,202207
2022-06-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,975.75,985.25,926.75,929.75,132795,290317,202209
2022-07-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,935.75,942,886.25,891.75,104789,292825,202209
2022-07-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,888,888.25,850.25,852.75,105957,288754,202209
2022-07-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,852.75,884.25,831,850.25,110097,287325,202209
2022-07-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,853.5,891.75,853.5,882.25,93298,285978,202209
2022-07-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,884,940.5,884,937.25,92881,284676,202209
2022-07-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,974.5,986,899.5,902.25,97723,285765,202209
2022-07-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,901,915.25,855.75,860,92228,288182,202209
2022-07-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,859.25,886.25,852.5,856.5,91933,290815,202209
2022-07-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,858.5,875.25,837.75,840.75,104195,291679,202209
2022-07-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,843.75,850.5,811.5,822.5,86817,291588,202209
2022-07-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,833,870.75,824.25,858.5,76057,290864,202209
2022-07-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,854.25,868,838.25,858,83282,292700,202209
2022-07-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,856,889.25,846.75,865.25,72346,294384,202209
2022-07-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,865.25,879.75,841.25,852,75703,298407,202209
2022-07-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,849,853,799.75,804.75,120431,303170,202209
2022-07-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,832.75,839.25,806.25,815.75,84656,302936,202209
2022-07-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,818.75,851.75,818,849.5,78217,301674,202209
2022-07-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,848.25,864.5,827.75,836,77450,305658,202209
2022-07-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,832,870,832,862.75,67255,307421,202209
2022-07-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,862.75,891.5,846.75,853.5,95791,309976,202209
2022-08-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,858.5,866,827,846,76620,312511,202209
2022-08-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,840.75,841.5,818.5,820.5,98061,316244,202209
2022-08-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,819.75,836,797.75,809.5,112699,316141,202209
2022-08-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,813.75,835.25,804,828.25,98520,318243,202209
2022-08-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,827.75,842.5,815.5,821.5,116953,316152,202209
2022-08-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,822.25,839.5,806.5,825.5,140003,317766,202209
2022-08-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,831.5,847,818.5,827.25,134396,320767,202209
2022-08-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,827.25,854.25,826,845.5,149756,320184,202209
2022-08-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,845.75,866.5,840.25,856.5,141591,321724,202209
2022-08-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,857,857,828,851.75,102433,318728,202209
2022-08-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,847.75,850.25,823.75,846.5,72691,314455,202209
2022-08-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,844.75,856.25,828.25,831.75,64906,313237,202209
2022-08-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,831,842.75,805.25,809,88589,318467,202209
2022-08-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,810.5,812.25,771.5,777.25,127917,323372,202209
2022-08-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,778.75,802.5,773,799,76478,323647,202209
2022-08-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,799.75,819.75,790.25,816.25,87216,322184,202209
2022-08-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,815.75,848.25,813,828.5,110103,320495,202209
2022-08-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,828,845.5,820.75,840.75,93041,317873,202209
2022-08-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,840.5,849.25,812.25,815.5,85263,311388,202209
2022-08-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,810.25,838,809.75,830.5,107199,300206,202209
2022-08-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,831.5,872.75,820.5,865.75,116993,291337,202209
2022-08-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,864.25,869.75,839.5,844,94514,288545,202209
2022-08-31,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,843.75,863,830,855.25,78224,290785,202212
2022-09-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,852,858.75,815,818,82731,290037,202212
2022-09-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,821.5,843.25,820,834.75,51840,289607,202212
2022-09-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,838.5,848.75,825,840.75,54811,289329,202212
2022-09-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,840.5,897.25,833,868,137883,291130,202212
2022-09-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,860.75,881,841.75,852.75,82831,289972,202212
2022-09-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,852.75,896.25,849.75,893.25,90863,291972,202212
2022-09-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,888.5,901.75,872.25,882.5,93983,287688,202212
2022-09-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,881.75,900,874.25,884.25,88693,287046,202212
2022-09-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,886.25,898.5,873,896,71714,286082,202212
2022-09-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,897.75,908.5,867,868.75,82206,286449,202212
2022-09-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,870.5,890.25,854.5,883.5,72183,284443,202212
2022-09-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,881,885,843,854.25,67384,285024,202212
2022-09-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,851.5,920.5,849.25,917.5,113372,285567,202212
2022-09-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,910.25,943.25,896.75,927.5,154979,288320,202212
2022-09-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,920.25,946.25,914.75,934.5,102157,294361,202212
